review,question,yes,no,explanation
* The authors have included ablation tests to demonstrate the robustness of their approach.,Does the review address Result?,FALSE,TRUE,This sentence focuses on describing ablation tests rather than discussing results or findings.
3) The authors compared the robustness of the NVIB-regularized model with that of a regular transformer and found the former more robust to noisy input.,Does the review address Comparison?,TRUE,FALSE,The review directly compares the NVIB-regularized model with a regular transformer.
Proposes a novel approach by combining ideas from active learning and human-AI collaboration.,Does the review address Methodology?,TRUE,FALSE,The review describes the methodological approach of combining active learning and human-AI collaboration.
"Buf if that's the case, then there's a controllable parameter that implicitly controls an entropy constraint and it's no longer clear to me that low-entropy is emerging.",Does the review address Methodology?,TRUE,FALSE,The review discusses technical aspects of the methodology regarding parameter control and entropy constraints.
Provide additional feedback with the aim to improve the paper.,Does the review address Result?,FALSE,TRUE,"This is a meta-comment about providing feedback, not about results."
3) The authors compared the robustness of the NVIB-regularized model with that of a regular transformer and found the former more robust to noisy input.,Does the review address Result?,TRUE,FALSE,The review reports findings about model robustness to noisy input.
"To pick just one recent example [1], the results reported (such as F1) appear to be way higher than anything in Table 2 (and that is also true for the baselines reported in [1]).",Does the review address Result?,TRUE,FALSE,The review discusses specific performance metrics (F1) and compares reported results.
This combined with the baseline I proposed above could lead to a general-purpose pattern-based classifier.,Does the review address Comparison?,TRUE,FALSE,The review discusses a potential baseline comparison and its implications.
I am also somewhat confused by the second set of experiments.,Does the review address Experiment?,TRUE,FALSE,"The review directly references experiments, specifically the second set."
Comprehensive empirical analysis on multiple datasets and CIR tasks demonstrates the effectiveness over baselines.,Does the review address Analysis?,TRUE,FALSE,The review explicitly mentions empirical analysis across multiple datasets.
* The approach is straightforward and seems to improve over the pattern-verbalizer approach.,Does the review address Result?,TRUE,FALSE,"The review mentions improvement over an existing approach, indicating results."
1) The specific design choices made in adapting the original NVIB to self-attention could benefit from more justification and discussion.,Does the review address Definition/Description/Detail/Discussion/Explanation/Interpretation?,TRUE,FALSE,The review calls for more detailed discussion and justification of design choices.
Among the biggest issues I consider the following:   * Weak baselines: Given the chosen dataset contains much more information than the textual content I would want to see the results of this work compared to the state of the art reported in the literature that looks at the same dataset.,Does the review address Data/Task?,TRUE,FALSE,The review discusses the dataset's information content and its relationship to the task.
"In addition, the proposed approach could include more labels, e.g., from Wikipedia, which may or may not contain the labels of the downstream tasks, and create a larger dataset.",Does the review address Data/Task?,TRUE,FALSE,The review suggests modifications to the dataset and labeling approach.
* The randomized and mismatched ablations are not very well designed.,Does the review address Ablation?,TRUE,FALSE,The review directly critiques the design of ablation studies.
3) The ablation study in table 5 seemed more like good baselines which is good to have as it shows GBT is more effective when applied to only hard examples.,Does the review address Ablation?,TRUE,FALSE,The review discusses an ablation study and its implications.
Thus the model may require more steps to adapt.,Does the review address Methodology?,TRUE,FALSE,The review discusses methodological aspects of model adaptation.
I would expect however to compare these results with the other methods on the same set of samples.,Does the review address Result?,FALSE,TRUE,This is a suggestion about future comparisons rather than discussing current results.
"Given the closeness with this proposed work of using paraphrases (both negative and positive), some of baselines are necessary for comparison with GBT, especially counterfactual data-augmentation techniques as GBT uses (negative paraphrases in DA i.e., IBH0) Feng et.al., A Survey of Data Augmentation Approaches for NLP  Li  et.al., Data Augmentation Approaches in Natural Language Processing: A Survey 2) Some other, even more simpler baselines could be lower learning rate and training for more number of epochs.",Does the review address Comparison?,TRUE,FALSE,The review suggests necessary baseline comparisons and discusses related techniques.
The proposed method shows consistent performance improvement on the three benchmark datasets for referring expression comprehension.,Does the review address Presentation?,FALSE,TRUE,This discusses performance results rather than presentation aspects of the paper.
Claim verification is an important topic with practical significance.,Does the review address Significance?,TRUE,FALSE,The review directly addresses the significance and importance of the research topic.
The approach could inspire more work on human-machine collaboration for efficient system evaluation.,Does the review address Evaluation?,TRUE,FALSE,The review discusses potential implications for evaluation methodology.
A human study on how well the verification process leveraging only the top-1 search result is required.,Does the review address Result?,FALSE,TRUE,This is a suggestion for future work rather than discussing current results.
After reading the paper a few times I am a bit confused about how the experimental setup supports the claims & conclusions.,Does the review address Experiment?,TRUE,FALSE,The review directly questions the experimental setup and its relationship to conclusions.
2) The authors presented interesting results from intrinsic evaluation of the attention distributions of such a model pretrained on Wikitext-2 and from evaluating the quality of the representation in linguistic probing and text classification.,Does the review address Evaluation?,TRUE,FALSE,The review describes specific evaluation approaches and their results.
Comprehensive empirical analysis on multiple datasets and CIR tasks demonstrates the effectiveness over baselines.,Does the review address Data/Task?,TRUE,FALSE,The review mentions multiple datasets and specific tasks (CIR) used in the study.
Please provide a justification for this.,Does the review address Result?,FALSE,TRUE,This is a request for justification rather than discussing results.
"A lot of emphasis in the paper has been on generating explanations; however, only 30 examples have been evaluated which may not provide enough evidence to support the claims of the paper.",Does the review address Evaluation?,TRUE,FALSE,"The review critiques the evaluation methodology, specifically the sample size."
1) There are potentially numerous baselines as data augmentation for hard examples has several work.,Does the review address Comparison?,TRUE,FALSE,The review discusses potential baseline comparisons in the context of data augmentation.
"It is understandable that the authors were able to only evaluate 1,000 samples to reduce the cost.",Does the review address Evaluation?,TRUE,FALSE,The review comments on the evaluation scope and its limitations.
1) The specific design choices made in adapting the original NVIB to self-attention could benefit from more justification and discussion.,Does the review address Methodology?,TRUE,FALSE,The review discusses methodological design choices and requests more justification.
"As reported in the ProgramFC paper, it achieves 60.63 on HoVER 3-hop (as compared to 54.80 of FOLK) and similarly for the FEVEROUS dataset.",Does the review address Result?,TRUE,FALSE,The review discusses specific numerical results and performance comparisons.
I would expect however to compare these results with the other methods on the same set of samples.,Does the review address Methodology?,TRUE,FALSE,The review suggests methodological improvements regarding comparison approach.
5) The text in line 293-295 makes the above point a little bit more unclear.,Does the review address Definition/Description/Detail/Discussion/Explanation/Interpretation?,TRUE,FALSE,The review points out clarity issues in the paper's explanation.
* The results are neither surprising nor exciting.,Does the review address Result?,TRUE,FALSE,The review provides an assessment of the results' significance.
"To pick just one recent example [1], the results reported (such as F1) appear to be way higher than anything in Table 2 (and that is also true for the baselines reported in [1]).",Does the review address Comparison?,TRUE,FALSE,The review compares reported results with those in a specific table.
The authors use the same setting found during hyper-parameter tuning.,Does the review address Methodology?,TRUE,FALSE,The review describes a methodological choice regarding parameter settings.
"For Chain-of-Thought and Self-Ask baselines, do you provide the retrieved knowledge to verify the sub-claims as done with FOLK?",Does the review address Comparison?,TRUE,FALSE,The review asks about comparison methodology between different approaches.
Discrepancies in the presented results of ProgramFC approach.,Does the review address Methodology?,FALSE,TRUE,This is about results rather than methodology.
I don’t see a justification for doing this.,Does the review address Intuition/Justification/Motivation/Validation?,TRUE,FALSE,The review directly addresses the lack of justification.
I think the paper does an interesting analysis and makes an interesting point about the problem being studied.,Does the review address Analysis?,TRUE,FALSE,The review directly comments on the analysis conducted in the paper.
The experiments show that it leads to some performance improvements.,Does the review address Experiment?,TRUE,FALSE,The review discusses experimental results and their outcomes.
A better ablation study could be giving just positive paraphrases (IBH1) and just negative paraphrases (IBH0) 4) Some of the important technical details are unclear.,Does the review address Ablation?,TRUE,FALSE,The review suggests specific improvements to the ablation study design.
The proposed method shows consistent performance improvement on the three benchmark datasets for referring expression comprehension.,Does the review address Data/Task?,TRUE,FALSE,The review mentions specific benchmark datasets and the task type.
Proposes a novel approach by combining ideas from active learning and human-AI collaboration.,Does the review address Novelty?,TRUE,FALSE,The review explicitly describes the novelty of combining different approaches.
Comprehensive empirical analysis on multiple datasets and CIR tasks demonstrates the effectiveness over baselines.,Does the review address Comparison?,TRUE,FALSE,The review mentions comparison with baselines and effectiveness evaluation.
"Is the approach well motivated, including being well-placed in the literature?",Does the review address Intuition/Justification/Motivation/Validation?,TRUE,FALSE,The review directly questions the motivation and justification of the approach.
Please provide a justification for this.,Does the review address Intuition/Justification/Motivation/Validation?,TRUE,FALSE,The review requests justification for a claim or approach.
* Conducting an ablation study is a strong aspect of the experimental work as it offers more nuanced insights into what components of the architecture contribute how much  to the overall performance.,Does the review address Presentation?,FALSE,TRUE,The review discusses the value of ablation studies rather than presentation aspects.
"* I believe the authors should have included one more baseline, i.e., the model trained on the 20NG dataset.",Does the review address Comparison?,TRUE,FALSE,The review suggests an additional baseline for comparison.
The weaknesses are minor compared to the contributions.,Does the review address Contribution?,TRUE,FALSE,The review evaluates the significance of the paper's contributions relative to its weaknesses.
* The approach is straightforward and seems to improve over the pattern-verbalizer approach.,Does the review address Methodology?,TRUE,FALSE,The review comments on the methodological approach and its improvements.
2) The authors presented interesting results from intrinsic evaluation of the attention distributions of such a model pretrained on Wikitext-2 and from evaluating the quality of the representation in linguistic probing and text classification.,Does the review address Result?,TRUE,FALSE,The review discusses specific evaluation results and findings.
Analyzing the relation between correct claim verification decision and the correct generated explanation can be added in the analysis section.,Does the review address Analysis?,TRUE,FALSE,The review suggests additional analysis to be included.
Addresses the important challenge of designing labor-efficient evaluation methods for conversational systems.,Does the review address Evaluation?,TRUE,FALSE,The review discusses evaluation methodology for conversational systems.
I am a bit confused by how the experimental setup supports the claims and their consequences.,Does the review address Experiment?,TRUE,FALSE,The review questions the relationship between experiments and claims.
"* There are no statistical significance tests (and terms such as ""outperform"" should therefore not be used)      [1] Donabauer ""Exploring Fake News Detection with Heterogeneous Social Media Context Graphs"".",Does the review address Presentation?,TRUE,FALSE,The review critiques the presentation of results without proper statistical support.
Analyzing the relation between correct claim verification decision and the correct generated explanation can be added in the analysis section.,Does the review address Definition/Description/Detail/Discussion/Explanation/Interpretation?,TRUE,FALSE,The review suggests adding more detailed discussion and analysis.
* Conducting an ablation study is a strong aspect of the experimental work as it offers more nuanced insights into what components of the architecture contribute how much  to the overall performance.,Does the review address Methodology?,TRUE,FALSE,The review discusses methodological aspects of the experimental work.
"However, the ablated versions have a more difficult task to solve.",Does the review address Data/Task?,TRUE,FALSE,The review comments on the nature of the task in ablated versions.
"Given the closeness with this proposed work of using paraphrases (both negative and positive), some of baselines are necessary for comparison with GBT, especially counterfactual data-augmentation techniques as GBT uses (negative paraphrases in DA i.e., IBH0) Feng et.al., A Survey of Data Augmentation Approaches for NLP  Li  et.al., Data Augmentation Approaches in Natural Language Processing: A Survey 2) Some other, even more simpler baselines could be lower learning rate and training for more number of epochs.",Does the review address Data/Task?,TRUE,FALSE,The review discusses data augmentation approaches and task-specific techniques.
"In no, then verifying each sub-claim (decomposed by existing methods) leveraging the retrieved knowledge should be a fair baseline in comparison to the proposed approach that uses the retrieved knowledge.",Does the review address Comparison?,TRUE,FALSE,The review suggests a specific baseline comparison methodology.
* The results with InstructGPT (text-davinci-003) cannot be compared with the other results.,Does the review address Comparison?,TRUE,FALSE,The review points out incompatibility in result comparisons.
What is needed is a comparison against what the current state of the art is as reported in the literature (ideally reproduced to conduct significance tests where appropriate).,Does the review address Result?,FALSE,TRUE,This is suggesting methodology for future comparisons rather than discussing current results.
"A lot of emphasis in the paper has been on generating explanations; however, only 30 examples have been evaluated which may not provide enough evidence to support the claims of the paper.",Does the review address Definition/Description/Detail/Discussion/Explanation/Interpretation?,TRUE,FALSE,The review critiques the level of detail and evidence in explanations.
* The work is conducted on a well-known benchmark dataset and is therefore easily contextualisable with other work in the field.,Does the review address Data/Task?,TRUE,FALSE,The review comments on the choice and characteristics of the dataset.
"As reported in the ProgramFC paper, it achieves 60.63 on HoVER 3-hop (as compared to 54.80 of FOLK) and similarly for the FEVEROUS dataset.",Does the review address Data/Task?,TRUE,FALSE,"The review mentions specific datasets (HoVER, FEVEROUS) used in the study."
Addresses the important challenge of designing labor-efficient evaluation methods for conversational systems.,Does the review address Methodology?,TRUE,FALSE,The review discusses the methodological approach to evaluation.
* There are many missing details (and no supplementary material such as code) making it impossible to replicate the work.,Does the review address Definition/Description/Detail/Discussion/Explanation/Interpretation?,TRUE,FALSE,The review points out insufficient detail and documentation.
"- Although SGEPG is model-agnostic, this paper conduct experiments using a specific model, VLTVG, to validate the proposed method.",Does the review address Methodology?,TRUE,FALSE,The review discusses methodological choices regarding model selection.
